,Edad,Sexo,Trabajo,Alojamiento,Cuenta de ahorros,Monto de credito,Duracion,Proposito,Riesgo
6442,26,M,2,propio,poco,2108,12,negocios,bueno
6443,64,F,1,rentado,poco,1592,15,radio/TV,bueno
6444,26,F,2,propio,poco,3990,24,inmoviliario/equipo,bueno
6445,46,M,0,propio,poco,3488,18,radio/TV,bueno
6446,23,F,3,rentado,casi rico,3213,12,carro,malo
6447,24,F,2,propio,moderado,1424,30,carro,bueno
6448,52,F,2,rentado,NA,5096,30,negocios,bueno
6449,33,M,3,propio,poco,3660,40,carro,bueno
6450,33,M,2,propio,NA,958,24,radio/TV,bueno
6451,52,F,1,rentado,poco,629,12,negocios,malo
6452,26,F,2,propio,poco,976,24,carro,malo
6453,37,F,1,rentado,poco,1216,15,carro,bueno
6454,24,M,2,propio,moderado,3757,24,carro,malo
6455,24,F,1,rentado,NA,1358,8,negocios,bueno
6456,25,F,2,rentado,poco,6560,24,carro,bueno
6457,40,M,2,propio,poco,2329,6,carro,malo
6458,25,M,3,propio,poco,1024,6,carro,bueno
6459,24,F,0,rentado,poco,3913,30,negocios,bueno
6460,25,M,2,propio,poco,2108,24,inmoviliario/equipo,malo
6461,36,M,2,rentado,casi rico,1919,24,carro,bueno
6462,29,F,3,propio,poco,2214,9,carro,bueno
6463,46,F,2,propio,rico,7409,6,radio/TV,malo
6464,37,F,3,propio,rico,4042,11,carro,malo
6465,64,M,2,propio,poco,3757,27,radio/TV,bueno
6466,26,F,3,propio,poco,7409,18,radio/TV,malo
6467,27,M,3,gratis,poco,3213,12,carro,bueno
6468,37,M,3,propio,moderado,2235,45,radio/TV,malo
6469,26,M,2,propio,poco,3488,24,educacion,bueno
6470,31,M,1,propio,poco,1424,24,carro,bueno
6471,28,M,2,propio,poco,3621,6,radio/TV,bueno
6472,24,F,3,rentado,poco,1024,24,carro,malo
6473,37,M,3,propio,poco,3913,24,carro,bueno
6474,60,F,2,propio,poco,3213,24,carro,malo
6475,25,F,3,rentado,poco,3621,9,carro,malo
6476,64,F,3,rentado,poco,2442,27,negocios,bueno
6477,31,F,3,propio,poco,3660,24,carro,bueno
6478,27,M,2,propio,poco,2930,14,carro,bueno
6479,46,M,2,gratis,poco,3660,21,carro,malo
6480,47,M,2,rentado,poco,1228,18,negocios,malo
6481,24,M,2,gratis,poco,4716,11,carro,bueno
6482,32,M,2,propio,poco,1516,39,negocios,malo
6483,25,F,2,rentado,moderado,6560,12,carro,bueno
6484,29,M,2,propio,NA,6560,24,negocios,malo
6485,26,F,1,propio,poco,6681,12,radio/TV,bueno
6486,46,M,2,rentado,poco,2930,18,negocios,bueno
6487,29,F,1,rentado,poco,7409,14,educacion,bueno
6488,24,M,2,rentado,poco,7409,12,carro,malo
6489,24,F,1,propio,poco,2442,9,radio/TV,bueno
6490,40,M,1,propio,NA,5096,8,carro,bueno
6491,21,F,2,propio,poco,1382,15,radio/TV,bueno
6492,46,M,1,propio,poco,7485,24,radio/TV,malo
6493,24,F,2,rentado,poco,9277,12,carro,bueno
6494,29,M,2,rentado,poco,1240,6,carro,bueno
6495,33,M,2,rentado,poco,4583,18,negocios,malo
6496,23,F,2,propio,poco,4712,48,carro,bueno
6497,37,M,2,propio,poco,2301,30,carro,malo
6498,43,M,2,propio,poco,1240,12,radio/TV,malo
6499,26,M,1,propio,poco,3213,60,carro,bueno
6500,37,F,2,propio,poco,1919,27,negocios,bueno
6501,28,M,2,propio,poco,7238,24,radio/TV,malo
6502,32,M,2,propio,poco,1264,11,carro,bueno
6503,27,F,3,propio,moderado,10297,12,educacion,bueno
6504,35,M,2,propio,rico,6560,15,carro,bueno
6505,29,F,2,propio,NA,3213,24,carro,malo
6506,50,M,2,propio,poco,4583,6,carro,bueno
6507,32,F,1,propio,poco,1264,10,carro,bueno
6508,22,M,2,propio,poco,1747,8,carro,bueno
6509,26,F,2,propio,poco,4165,18,carro,bueno
6510,27,M,3,propio,poco,2214,30,carro,bueno
6511,31,M,2,propio,poco,5096,24,carro,bueno
6512,21,F,2,propio,poco,929,12,carro,malo
6513,24,F,2,propio,poco,4583,12,educacion,malo
6514,36,F,1,propio,poco,3213,6,radio/TV,bueno
6515,33,F,2,rentado,poco,2511,24,negocios,bueno
6516,46,M,1,propio,poco,3488,6,radio/TV,malo
6517,32,M,2,propio,poco,3913,45,negocios,malo
6518,36,F,2,propio,NA,3213,21,negocios,bueno
6519,24,M,2,propio,poco,1216,24,carro,bueno
6520,37,M,2,rentado,rico,4716,24,carro,malo
6521,24,M,3,propio,poco,3488,11,educacion,bueno
6522,27,M,2,propio,poco,929,24,carro,malo
6523,41,F,2,gratis,poco,1264,12,negocios,bueno
6524,36,M,1,propio,poco,7238,24,carro,malo
6525,46,M,2,rentado,poco,1264,45,radio/TV,bueno
6526,28,F,0,rentado,poco,6560,60,inmoviliario/equipo,bueno
6527,24,M,2,propio,poco,3660,24,educacion,malo
6528,26,M,2,propio,NA,1747,9,radio/TV,bueno
6529,37,M,2,propio,rico,368,8,educacion,bueno
6530,26,M,0,propio,NA,1747,14,radio/TV,bueno
6531,35,M,1,rentado,poco,1216,6,radio/TV,malo
6532,35,F,1,propio,poco,12612,10,inmoviliario/equipo,malo
6533,33,M,1,gratis,poco,2930,18,radio/TV,malo
6534,35,M,0,propio,moderado,7485,24,negocios,malo
6535,33,M,2,propio,poco,6560,48,carro,malo
6536,30,F,3,propio,poco,1024,18,carro,bueno
6537,24,F,2,propio,poco,4165,30,radio/TV,bueno
6538,52,F,2,propio,casi rico,4583,24,carro,malo
6539,25,M,3,gratis,NA,6560,24,carro,bueno
6540,27,F,2,rentado,poco,3213,45,carro,malo
6541,20,F,2,rentado,poco,2930,24,educacion,malo
6542,23,M,0,propio,poco,1169,18,carro,bueno
6543,37,F,1,propio,NA,2235,48,radio/TV,malo
6544,24,M,2,propio,poco,368,21,inmoviliario/equipo,malo
6545,43,F,1,rentado,poco,1552,15,radio/TV,bueno
6546,50,F,2,propio,moderado,4712,48,radio/TV,malo
6547,37,F,2,rentado,poco,2108,6,inmoviliario/equipo,bueno
6548,37,F,3,propio,poco,958,30,carro,bueno
6549,36,M,3,propio,moderado,1338,15,inmoviliario/equipo,bueno
6550,47,M,1,propio,poco,3990,40,inmoviliario/equipo,malo
6551,24,F,2,rentado,poco,5096,24,carro,bueno
6552,32,M,0,propio,poco,368,8,inmoviliario/equipo,bueno
6553,24,M,1,propio,rico,6560,9,carro,bueno
6554,32,M,2,rentado,poco,1552,9,negocios,bueno
6555,24,F,2,propio,poco,6560,24,carro,malo
6556,22,F,3,propio,NA,3757,12,carro,bueno
6557,32,F,1,propio,poco,3213,24,carro,malo
6558,24,F,2,propio,casi rico,1382,12,radio/TV,bueno
6559,47,M,0,propio,poco,1424,48,negocios,bueno
6560,47,M,2,propio,poco,1240,45,inmoviliario/equipo,bueno
6561,29,M,3,rentado,NA,1297,30,radio/TV,bueno
6562,47,F,2,rentado,poco,1505,11,carro,malo
6563,47,M,2,rentado,NA,1169,24,educacion,malo
6564,33,F,2,propio,poco,1228,24,refacciones,malo
6565,47,F,2,propio,poco,2108,9,negocios,malo
6566,32,M,3,rentado,poco,6416,10,carro,malo
6567,22,M,1,propio,poco,2108,18,carro,malo
6568,23,M,1,gratis,poco,1747,10,carro,bueno
6569,35,F,3,propio,poco,1919,12,radio/TV,bueno
6570,50,F,2,propio,poco,5096,9,inmoviliario/equipo,bueno
6571,21,M,2,rentado,casi rico,2329,48,radio/TV,bueno
6572,26,M,2,propio,poco,3990,21,carro,bueno
6573,33,F,3,propio,NA,3594,12,educacion,bueno
6574,31,F,1,propio,poco,6560,12,radio/TV,bueno
6575,24,M,2,propio,poco,4042,30,carro,bueno
6576,23,M,2,propio,rico,3213,24,carro,bueno
6577,37,F,2,propio,NA,6560,30,radio/TV,bueno
6578,37,M,3,propio,poco,3913,24,carro,malo
6579,50,M,2,propio,poco,2442,21,radio/TV,malo
6580,26,M,2,propio,poco,1552,30,educacion,bueno
6581,26,M,2,rentado,poco,3213,12,radio/TV,bueno
6582,46,M,1,propio,poco,2511,45,radio/TV,malo
6583,37,M,1,propio,NA,958,24,educacion,bueno
6584,32,M,2,propio,poco,9277,24,carro,bueno
6585,33,F,1,rentado,poco,7485,48,radio/TV,malo
6586,37,M,2,propio,poco,1169,24,carro,bueno
6587,40,M,2,propio,casi rico,2511,24,inmoviliario/equipo,malo
6588,37,M,2,rentado,rico,2108,12,inmoviliario/equipo,bueno
6589,36,F,2,rentado,poco,3213,11,carro,bueno
6590,40,F,2,propio,NA,1552,12,carro,bueno
6591,37,M,2,rentado,poco,1169,48,carro,bueno
6592,24,M,3,propio,poco,4583,30,carro,bueno
6593,46,M,2,propio,poco,2235,24,carro,bueno
6594,27,F,2,propio,NA,7238,24,negocios,malo
6595,64,M,3,propio,poco,3660,10,carro,bueno
6596,54,M,2,propio,NA,1552,24,radio/TV,bueno
6597,25,F,2,propio,poco,958,12,carro,malo
6598,27,F,3,propio,poco,1919,12,carro,bueno
6599,27,F,3,rentado,moderado,3422,24,negocios,bueno
6600,28,F,0,propio,poco,3913,21,carro,malo
6601,21,M,2,propio,poco,7238,24,carro,bueno
6602,20,M,1,rentado,NA,2214,48,educacion,malo
6603,33,F,3,propio,rico,7409,15,carro,bueno
6604,35,M,3,rentado,casi rico,7409,24,inmoviliario/equipo,bueno
6605,21,M,2,propio,poco,12612,21,carro,bueno
6606,26,F,3,propio,moderado,1228,6,negocios,bueno
6607,29,M,2,propio,poco,958,24,radio/TV,malo
6608,37,M,3,propio,poco,1747,24,refacciones,bueno
6609,29,F,2,rentado,rico,3213,6,carro,bueno
6610,24,F,2,propio,poco,3621,30,carro,bueno
6611,30,M,2,rentado,poco,1552,12,carro,malo
6612,42,F,2,propio,poco,958,24,negocios,bueno
6613,64,M,3,propio,rico,1919,21,carro,malo
6614,37,M,2,propio,poco,958,6,carro,malo
6615,54,F,2,propio,poco,6416,36,carro,bueno
6616,23,M,3,propio,poco,1024,30,carro,malo
6617,37,M,3,rentado,NA,3913,45,inmoviliario/equipo,bueno
6618,42,F,2,propio,poco,958,18,carro,bueno
6619,36,M,2,rentado,NA,6560,27,carro,malo
6620,27,F,2,rentado,NA,6560,42,inmoviliario/equipo,malo
6621,26,M,2,propio,poco,1228,48,radio/TV,bueno
6622,26,M,2,gratis,poco,7238,21,inmoviliario/equipo,bueno
6623,37,M,2,propio,rico,2214,24,carro,bueno
6624,27,F,2,propio,poco,3213,9,radio/TV,bueno
6625,25,F,0,propio,poco,7238,24,carro,bueno
6626,35,M,1,propio,rico,2442,11,carro,bueno
6627,25,M,2,propio,poco,629,24,usos domesticos,bueno
6628,29,F,2,propio,poco,10297,45,inmoviliario/equipo,bueno
6629,24,F,2,propio,rico,2108,12,carro,bueno
6630,32,F,1,propio,rico,958,24,radio/TV,bueno
6631,34,F,2,propio,poco,1410,18,radio/TV,bueno
6632,34,F,2,propio,NA,1289,9,inmoviliario/equipo,bueno
6633,37,M,3,propio,poco,2108,24,carro,malo
6634,40,M,2,propio,poco,6842,24,negocios,bueno
6635,37,M,3,rentado,NA,6148,48,refacciones,bueno
6636,50,M,2,propio,moderado,958,10,inmoviliario/equipo,bueno
6637,68,M,2,rentado,casi rico,3213,12,carro,bueno
6638,44,F,3,propio,poco,3621,8,carro,malo
6639,20,F,1,propio,poco,1552,24,refacciones,bueno
6640,47,M,2,propio,poco,4712,12,radio/TV,bueno
6641,22,M,2,propio,NA,1919,11,radio/TV,bueno
6642,24,F,2,propio,poco,3621,27,carro,bueno
6643,46,F,2,propio,poco,3990,60,usos domesticos,bueno
6644,33,M,2,propio,poco,2214,15,radio/TV,bueno
6645,23,M,2,propio,NA,1264,12,negocios,bueno
6646,25,F,2,propio,NA,1919,24,carro,malo
6647,26,F,2,propio,poco,629,9,radio/TV,malo
6648,28,M,2,propio,poco,7485,27,radio/TV,bueno
6649,60,F,2,propio,poco,2108,36,carro,malo
6650,26,F,2,rentado,moderado,1338,45,carro,malo
6651,42,M,2,propio,NA,4583,9,inmoviliario/equipo,malo
6652,29,M,3,propio,NA,9277,12,negocios,bueno
6653,24,F,2,propio,poco,2442,6,educacion,bueno
6654,46,F,3,rentado,moderado,1823,18,radio/TV,bueno
6655,25,F,2,propio,rico,929,24,educacion,bueno
6656,37,M,2,propio,NA,3913,8,carro,bueno
6657,26,M,2,propio,poco,1024,30,inmoviliario/equipo,malo
6658,37,F,1,propio,poco,6842,45,carro,bueno
6659,23,M,0,propio,NA,1049,6,carro,bueno
6660,33,M,2,propio,poco,6560,48,radio/TV,bueno
6661,35,M,2,propio,poco,1169,24,carro,malo
6662,46,F,2,rentado,NA,629,12,carro,malo
6663,35,F,2,propio,poco,929,24,carro,malo
6664,24,F,2,propio,poco,2108,45,inmoviliario/equipo,bueno
6665,22,M,2,propio,poco,3621,12,radio/TV,bueno
6666,24,F,0,propio,NA,4583,45,carro,bueno
6667,34,M,2,propio,rico,7485,12,inmoviliario/equipo,bueno
6668,24,M,2,propio,NA,3660,18,carro,bueno
6669,46,M,2,propio,poco,3213,24,carro,bueno
6670,46,M,2,gratis,rico,6148,18,carro,malo
6671,20,M,2,propio,poco,6148,48,inmoviliario/equipo,bueno
6672,52,M,2,propio,poco,3621,12,carro,bueno
6673,40,M,2,gratis,NA,1024,12,inmoviliario/equipo,bueno
6674,27,M,2,propio,poco,4165,6,negocios,bueno
6675,29,F,2,propio,poco,3017,21,radio/TV,malo
6676,23,M,2,propio,poco,2214,12,usos domesticos,bueno
6677,22,F,2,gratis,NA,2442,11,refacciones,malo
6678,37,M,2,propio,poco,368,48,negocios,bueno
6679,28,M,3,propio,moderado,4583,18,radio/TV,malo
6680,35,M,2,propio,poco,3213,24,radio/TV,malo
6681,26,F,3,propio,poco,3990,12,radio/TV,bueno
6682,37,M,2,rentado,poco,1747,6,carro,bueno
6683,26,M,2,propio,poco,3422,18,carro,bueno
6684,54,F,3,propio,poco,3213,24,radio/TV,bueno
6685,39,F,2,gratis,poco,6148,15,carro,bueno
6686,29,F,3,rentado,poco,2511,27,carro,malo
6687,35,F,3,rentado,NA,3660,36,radio/TV,malo
6688,24,F,2,propio,poco,1024,6,negocios,bueno
6689,39,M,2,rentado,poco,9277,30,negocios,bueno
6690,21,M,2,gratis,poco,6148,12,radio/TV,malo
6691,21,M,2,rentado,poco,1297,15,inmoviliario/equipo,malo
6692,23,F,1,propio,poco,3213,18,carro,bueno
6693,33,F,1,gratis,NA,7238,11,carro,malo
6694,37,F,2,gratis,poco,3594,11,inmoviliario/equipo,malo
6695,24,F,3,propio,poco,1024,10,negocios,bueno
6696,35,F,2,propio,poco,6148,12,radio/TV,bueno
6697,34,F,2,propio,poco,1264,24,negocios,bueno
6698,28,F,2,propio,NA,1747,24,inmoviliario/equipo,malo
6699,26,M,1,rentado,poco,6560,12,carro,bueno
6700,38,F,2,propio,poco,629,18,carro,bueno
6701,37,M,1,propio,rico,2442,21,carro,bueno
6702,33,M,2,gratis,poco,1505,15,carro,malo
6703,47,F,2,rentado,rico,7485,9,negocios,bueno
6704,29,M,2,rentado,NA,4165,30,radio/TV,malo
6705,24,M,1,rentado,moderado,1297,30,educacion,bueno
6706,47,M,3,propio,poco,1024,12,educacion,bueno
6707,64,M,1,propio,poco,3913,24,inmoviliario/equipo,bueno
6708,33,F,2,rentado,poco,6560,21,radio/TV,bueno
6709,26,M,1,propio,moderado,1024,6,educacion,bueno
6710,27,M,1,rentado,rico,2930,15,educacion,bueno
6711,52,F,2,propio,poco,1024,12,negocios,malo
6712,31,M,2,propio,poco,3621,30,carro,malo
6713,32,F,2,propio,NA,3757,36,carro,bueno
6714,46,F,2,propio,poco,10297,11,carro,bueno
6715,42,M,2,propio,poco,958,18,radio/TV,bueno
6716,37,F,2,propio,NA,9277,18,carro,bueno
6717,46,M,2,propio,poco,2301,11,carro,bueno
6718,37,M,2,propio,NA,3913,6,carro,bueno
6719,27,F,3,propio,poco,1169,18,carro,bueno
6720,33,F,1,propio,NA,1024,12,carro,bueno
6721,25,M,1,propio,NA,1024,15,carro,malo
6722,38,M,2,propio,poco,3660,24,carro,bueno
6723,24,M,2,propio,NA,7409,24,carro,bueno
6724,32,M,1,propio,poco,3213,45,carro,malo
6725,31,F,2,propio,poco,3660,18,negocios,bueno
6726,47,F,2,propio,poco,958,15,carro,malo
6727,24,M,3,propio,poco,2930,24,educacion,bueno
6728,27,M,2,rentado,poco,7238,30,carro,bueno
6729,64,F,2,propio,poco,6842,12,radio/TV,malo
6730,24,F,2,gratis,poco,7485,12,educacion,bueno
6731,46,M,2,propio,poco,1919,21,inmoviliario/equipo,bueno
6732,37,M,2,rentado,poco,3213,15,educacion,bueno
6733,40,F,2,propio,poco,1169,21,carro,bueno
6734,23,M,2,propio,poco,1264,30,carro,malo
6735,32,M,3,propio,poco,3017,15,radio/TV,bueno
6736,24,M,1,propio,moderado,2930,12,radio/TV,bueno
6737,42,M,0,propio,moderado,958,11,radio/TV,bueno
6738,43,M,3,propio,NA,2108,30,negocios,malo
6739,24,F,3,rentado,poco,1264,12,carro,bueno
6740,24,F,2,propio,poco,4712,12,radio/TV,bueno
6741,22,F,3,propio,poco,6560,12,carro,malo
6742,25,M,2,propio,poco,3617,15,carro,bueno
6743,28,F,2,propio,poco,6560,24,carro,malo
6744,38,M,2,rentado,poco,9277,45,carro,bueno
6745,27,M,2,propio,NA,1264,18,carro,malo
6746,24,M,2,propio,NA,6560,9,negocios,bueno
6747,42,M,2,gratis,poco,1024,18,carro,malo
6748,27,M,1,rentado,NA,3757,12,usos domesticos,bueno
6749,33,F,2,propio,poco,3660,24,carro,malo
6750,26,F,2,propio,NA,3488,24,radio/TV,bueno
6751,24,F,2,rentado,poco,1747,30,carro,malo
6752,20,F,2,propio,poco,929,15,carro,bueno
6753,32,F,2,propio,rico,3160,8,educacion,bueno
6754,50,F,2,propio,poco,1264,8,radio/TV,bueno
6755,24,M,2,propio,poco,3621,12,inmoviliario/equipo,bueno
6756,22,F,2,propio,NA,2511,60,carro,malo
6757,37,M,2,propio,NA,1101,12,inmoviliario/equipo,bueno
6758,23,M,1,propio,poco,5096,6,educacion,bueno
6759,24,M,3,rentado,poco,1424,27,carro,bueno
6760,35,M,3,propio,casi rico,958,24,radio/TV,malo
6761,24,M,2,propio,poco,2108,12,carro,bueno
6762,24,F,2,propio,poco,2442,24,negocios,bueno
6763,28,M,2,rentado,moderado,1169,42,carro,bueno
6764,20,F,2,propio,NA,1747,45,carro,bueno
6765,25,M,3,propio,moderado,2214,21,radio/TV,malo
6766,22,M,3,propio,NA,3594,24,radio/TV,bueno
6767,37,M,2,propio,poco,3594,24,negocios,malo
6768,26,F,1,rentado,NA,6416,8,carro,bueno
6769,40,M,2,propio,NA,1552,9,carro,bueno
6770,21,M,2,propio,poco,1338,18,radio/TV,bueno
6771,50,M,2,propio,NA,6416,12,negocios,malo
6772,54,M,2,rentado,poco,4006,6,carro,malo
6773,28,M,2,gratis,poco,3160,6,inmoviliario/equipo,malo
6774,28,F,0,rentado,rico,3213,12,educacion,bueno
6775,23,F,3,propio,poco,2930,10,carro,bueno
6776,29,M,2,propio,poco,1505,45,carro,malo
6777,24,M,2,propio,NA,6842,24,negocios,malo
6778,37,F,2,propio,poco,1024,12,carro,bueno
6779,24,F,2,propio,poco,1228,11,radio/TV,bueno
6780,24,F,2,propio,poco,3213,24,educacion,bueno
6781,22,M,2,rentado,poco,1024,15,carro,malo
6782,37,F,2,rentado,poco,1264,18,refacciones,malo
6783,24,F,2,propio,poco,3488,9,radio/TV,bueno
6784,24,F,2,propio,poco,4583,9,radio/TV,malo
6785,27,M,1,rentado,poco,3913,30,inmoviliario/equipo,malo
6786,26,M,2,propio,NA,2442,18,carro,bueno
6787,26,M,2,rentado,moderado,4712,45,carro,bueno
6788,24,F,2,propio,moderado,7409,6,inmoviliario/equipo,malo
6789,25,F,2,rentado,casi rico,4583,11,carro,bueno
6790,24,M,2,propio,poco,958,6,carro,bueno
6791,32,M,2,rentado,poco,2930,45,radio/TV,malo
6792,22,F,2,propio,rico,958,18,inmoviliario/equipo,malo
6793,50,M,2,propio,poco,3213,24,carro,bueno
6794,26,F,2,propio,poco,1024,12,carro,malo
6795,32,M,2,propio,poco,3660,12,inmoviliario/equipo,bueno
6796,24,F,3,propio,poco,3660,30,carro,malo
6797,32,M,3,propio,poco,2930,24,carro,bueno
6798,64,F,2,propio,poco,1216,27,radio/TV,bueno
6799,47,F,3,propio,poco,3213,24,carro,bueno
6800,46,M,2,propio,poco,4583,11,negocios,malo
6801,38,M,2,propio,NA,4712,24,carro,bueno
6802,33,M,1,rentado,poco,3213,9,carro,bueno
6803,36,F,3,rentado,poco,6560,24,radio/TV,malo
6804,22,F,2,rentado,NA,2930,48,negocios,bueno
6805,32,M,0,propio,moderado,1297,24,carro,malo
6806,32,F,2,propio,poco,1552,12,radio/TV,malo
6807,24,F,2,propio,poco,1747,60,refacciones,malo
6808,40,F,2,propio,poco,1228,18,carro,bueno
6809,22,F,2,propio,poco,6560,24,educacion,malo
6810,46,M,2,propio,NA,4712,24,educacion,malo
6811,35,F,3,propio,rico,3621,11,carro,malo
6812,23,F,3,gratis,poco,3990,24,inmoviliario/equipo,bueno
6813,46,M,0,propio,poco,3017,24,carro,bueno
6814,32,F,3,propio,NA,1228,6,radio/TV,malo
6815,40,M,0,rentado,poco,929,24,inmoviliario/equipo,bueno
6816,37,M,2,propio,poco,958,21,radio/TV,bueno
6817,26,F,2,propio,poco,2108,12,carro,bueno
6818,42,F,2,rentado,poco,1289,18,negocios,bueno
6819,46,F,2,rentado,NA,2930,12,radio/TV,bueno
6820,32,M,2,propio,moderado,3660,24,carro,bueno
6821,33,M,2,propio,poco,958,12,radio/TV,malo
6822,54,M,2,propio,rico,3660,12,radio/TV,bueno
6823,38,F,2,rentado,rico,7409,48,refacciones,malo
6824,37,F,2,rentado,poco,1024,12,carro,bueno
6825,27,F,1,propio,NA,3213,30,carro,malo
6826,64,M,2,propio,NA,10297,12,refacciones,bueno
6827,47,M,2,gratis,poco,6560,24,radio/TV,malo
6828,29,M,2,propio,poco,2442,48,carro,bueno
6829,24,F,1,propio,poco,4006,12,negocios,bueno
6830,22,M,2,propio,NA,1747,15,negocios,bueno
6831,25,M,2,propio,poco,3160,27,negocios,bueno
6832,25,M,2,propio,moderado,6560,11,inmoviliario/equipo,malo
6833,37,F,2,rentado,poco,1424,45,educacion,bueno
6834,37,M,2,propio,NA,6416,8,radio/TV,bueno
6835,37,F,2,propio,poco,2235,24,educacion,malo
6836,32,M,2,gratis,casi rico,1024,24,carro,bueno
6837,33,F,1,propio,poco,958,24,inmoviliario/equipo,bueno
6838,47,F,2,propio,poco,3213,11,carro,bueno
6839,22,M,0,gratis,poco,1024,45,radio/TV,bueno
6840,28,M,1,propio,poco,2511,12,radio/TV,bueno
6841,21,F,2,propio,poco,1823,12,radio/TV,malo
6842,39,F,2,rentado,NA,1024,12,carro,bueno
6843,24,F,2,propio,casi rico,958,24,inmoviliario/equipo,bueno
6844,24,F,2,rentado,poco,1919,11,carro,malo
6845,21,F,2,propio,casi rico,3422,45,negocios,malo
6846,26,M,2,rentado,poco,3594,27,radio/TV,bueno
6847,46,F,3,rentado,poco,3422,45,radio/TV,malo
6848,23,F,2,propio,poco,1297,45,educacion,bueno
6849,47,M,2,propio,NA,1297,27,carro,bueno
6850,24,M,2,propio,poco,1264,48,radio/TV,malo
6851,20,M,2,gratis,rico,6560,9,radio/TV,bueno
6852,35,M,2,propio,poco,2133,36,carro,bueno
6853,35,M,2,rentado,poco,2775,21,educacion,bueno
6854,64,M,2,propio,poco,1424,18,carro,bueno
6855,26,M,2,propio,poco,629,15,radio/TV,bueno
6856,30,M,3,propio,poco,7485,21,radio/TV,bueno
6857,35,M,2,propio,moderado,2108,24,carro,bueno
6858,23,F,1,propio,poco,2108,11,carro,bueno
6859,36,M,2,rentado,poco,6416,9,carro,malo
6860,31,F,2,propio,poco,2133,12,carro,malo
6861,47,M,1,rentado,poco,3621,24,educacion,bueno
6862,37,F,2,propio,casi rico,6560,12,carro,bueno
6863,28,M,2,gratis,poco,2108,12,inmoviliario/equipo,bueno
6864,24,F,2,propio,moderado,958,12,carro,malo
6865,24,M,2,propio,NA,1338,24,carro,bueno
6866,25,F,2,propio,rico,1552,30,carro,bueno
6867,33,M,2,propio,poco,1264,9,carro,bueno
6868,23,F,3,propio,poco,1747,12,radio/TV,malo
6869,35,M,2,propio,poco,6416,10,carro,bueno
6870,29,F,2,propio,poco,6148,14,negocios,bueno
6871,47,F,2,rentado,poco,2930,24,carro,malo
6872,24,F,2,rentado,poco,3913,24,radio/TV,bueno
6873,46,F,3,rentado,NA,4583,11,carro,malo
6874,37,M,3,propio,casi rico,1919,15,carro,malo
6875,33,M,1,gratis,poco,1264,45,radio/TV,bueno
6876,25,M,2,gratis,poco,6560,18,radio/TV,bueno
6877,39,M,3,rentado,rico,1024,18,carro,bueno
6878,42,M,2,propio,poco,6148,24,carro,bueno
6879,31,M,1,propio,poco,10297,36,carro,bueno
6880,25,M,3,propio,poco,1747,15,radio/TV,malo
6881,32,F,1,propio,NA,1338,18,carro,bueno
6882,46,M,2,propio,moderado,2442,15,radio/TV,bueno
6883,20,M,3,rentado,poco,1264,12,inmoviliario/equipo,bueno
6884,50,M,2,propio,poco,2511,48,usos domesticos,bueno
6885,25,M,1,propio,poco,1747,12,radio/TV,malo
6886,28,M,1,propio,poco,2235,12,carro,bueno
6887,28,F,3,rentado,poco,1552,11,inmoviliario/equipo,bueno
6888,32,F,3,propio,NA,1554,24,carro,malo
6889,42,F,2,rentado,NA,6560,24,radio/TV,malo
6890,29,F,2,propio,poco,2511,48,negocios,bueno
6891,37,F,1,rentado,poco,1216,48,carro,bueno
6892,29,F,2,rentado,poco,958,6,educacion,bueno
6893,24,M,3,propio,NA,3213,18,inmoviliario/equipo,bueno
6894,22,M,2,rentado,casi rico,1552,45,negocios,malo
6895,24,F,2,propio,moderado,1505,24,educacion,bueno
6896,36,M,2,propio,poco,2108,27,negocios,bueno
6897,22,F,2,rentado,casi rico,1264,21,carro,bueno
6898,33,F,2,rentado,poco,1552,24,inmoviliario/equipo,bueno
6899,22,M,2,propio,poco,6560,48,carro,bueno
6900,29,M,1,propio,poco,1240,24,carro,bueno
6901,27,F,0,propio,casi rico,10297,24,educacion,malo
